,Product_name,Brand,Discounted_Price,Discount,Original_Price,Ratings,Total_Ratings,Product_URL
820,Tang Orange Instant Drink Mix,Tang,Rs.182,13%,Rs.210,4.4,"8,852",https://www.flipkart.com/tang-orange-instant-drink-mix/p/itmexzyeypfrjuef?pid=CNCETZN8AU9HMQEX&lid=LSTCNCETZN8AU9HMQEXYAWV8K&marketplace=FLIPKART&srno=b_21_820&otracker=browse&fm=organic&iid=en_pKX0Om6z%2FvCGLjv0QNZOJn9MDht%2FSaoDnFxvTYN51kCYHCKAAnpe6e6qroQnZzfAKnwnDUEkRm0WBI33Uy%2B2Aw%3D%3D&ssid=bm45gnb7f40000001591295285269
821,"Midiron Pumpkin Seeds (350 gm), Rich in Zinc & Powerhou...",Midiron,Rs.359,20%,Rs.449,4.6,8,https://www.flipkart.com/midiron-pumpkin-seeds-350-gm-rich-zinc-powerhouse-nutrients/p/itmfe7618ef4d61b?pid=EDSFZRG3HTXWDJHF&lid=LSTEDSFZRG3HTXWDJHF1WFEXV&marketplace=FLIPKART&srno=b_21_821&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.EDSFZRG3HTXWDJHF.SEARCH&ssid=bm45gnb7f40000001591295285269
822,True Elements Antioxidant Mix Seeds - Roasted Sunflower...,True,Rs.119,0%,Rs.120,4.3,"1,411",https://www.flipkart.com/true-elements-antioxidant-mix-seeds-roasted-sunflower-pumpkin-flax-watermelon-chia-goji-berries/p/itm082acd8387ac3?pid=EDSFF6XU6NC3Z8ZC&lid=LSTEDSFF6XU6NC3Z8ZC94P4HU&marketplace=FLIPKART&srno=b_21_822&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.EDSFF6XU6NC3Z8ZC.SEARCH&ssid=bm45gnb7f40000001591295285269
823,Optimum Nutrition Gold Standard 100% Whey Protein,Optimum,"Rs.2,959",20%,"Rs.3,699",4.2,"52,221",https://www.flipkart.com/optimum-nutrition-gold-standard-100-whey-protein/p/itmehha6hz4qzgyy?pid=PSLEHHA6ZGTYGCGF&lid=LSTPSLEHHA6ZGTYGCGFMUSRW0&marketplace=FLIPKART&srno=b_21_823&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.PSLEHHA6ZGTYGCGF.SEARCH&ssid=bm45gnb7f40000001591295285269
824,Tang Mango Instant Drink Mix,Tang,Rs.200,4%,Rs.210,4.4,"5,480",https://www.flipkart.com/tang-mango-instant-drink-mix/p/itm643242cabb2be?pid=CNCFFY9UDZUWZ5SX&lid=LSTCNCFFY9UDZUWZ5SXOCFLLE&marketplace=FLIPKART&srno=b_21_824&otracker=browse&fm=organic&iid=en_pKX0Om6z%2FvCGLjv0QNZOJn9MDht%2FSaoDnFxvTYN51kBZJaLg3mQjCrNHXCPVLLYzjJsFuyODN8nc0WhALdsByQ%3D%3D&ssid=bm45gnb7f40000001591295285269
825,Bliss of Earth 2X250 GM High Curcumin Lakadong Turmeric...,Bliss,Rs.490,36%,Rs.770,4.6,15,https://www.flipkart.com/bliss-earth-2x250-gm-high-curcumin-lakadong-turmeric-powder-face-daily-cooking/p/itma1af86ee94fe9?pid=SCMFMCFUYHNFHZD5&lid=LSTSCMFMCFUYHNFHZD5FF1QSM&marketplace=FLIPKART&srno=b_21_825&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.SCMFMCFUYHNFHZD5.SEARCH&ssid=bm45gnb7f40000001591295285269
826,Soft Art Roasted & Salted Badam Almonds,Soft,Rs.382,52%,Rs.799,NA,NA,https://www.flipkart.com/soft-art-roasted-salted-badam-almonds/p/itm8dda95f678bec?pid=NDFFMKZBTYTUFRCB&lid=LSTNDFFMKZBTYTUFRCBRBVGSD&marketplace=FLIPKART&srno=b_21_826&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.NDFFMKZBTYTUFRCB.SEARCH&ssid=bm45gnb7f40000001591295285269
827,Nutty Desires Cashews 1000 g (Premium whole Kaju) Cashe...,Nutty,"Rs.1,399",44%,"Rs.2,500",4.2,15,https://www.flipkart.com/nutty-desires-cashews-1000-g-premium-whole-kaju/p/itmcd2a614f760d8?pid=NDFFGMEE7CPRX2WG&lid=LSTNDFFGMEE7CPRX2WG8HZL9V&marketplace=FLIPKART&srno=b_21_827&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.NDFFGMEE7CPRX2WG.SEARCH&ssid=bm45gnb7f40000001591295285269
828,Jiva Ayurvedic Tea (150gm) Pack of 2 Unflavoured Herbal...,Jiva,Rs.350,0%,Rs.350,4.2,117,https://www.flipkart.com/jiva-ayurvedic-tea-150gm-pack-2-unflavoured-herbal-tin/p/itmfbhm4hsfvbchc?pid=TEAFBDF6YXAQPAUW&lid=LSTTEAFBDF6YXAQPAUWQPYTS3&marketplace=FLIPKART&srno=b_21_828&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.TEAFBDF6YXAQPAUW.SEARCH&ssid=bm45gnb7f40000001591295285269
829,CARBAMIDE FORTE Prenatal Multivitamin for Pregnancy-60 ...,CARBAMIDE,Rs.999,28%,"Rs.1,400",4.6,35,https://www.flipkart.com/carbamide-forte-prenatal-multivitamin-pregnancy-60-softgels/p/itm1295271b6371b?pid=VSLFKMUCMZRTEKPR&lid=LSTVSLFKMUCMZRTEKPRTU2UYK&marketplace=FLIPKART&srno=b_21_829&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.VSLFKMUCMZRTEKPR.SEARCH&ssid=bm45gnb7f40000001591295285269
830,Saffola Aura Extra Virgin Olive and Flaxseed EV Blended...,Saffola,Rs.250,58%,Rs.600,4.4,35,https://www.flipkart.com/saffola-aura-extra-virgin-olive-flaxseed-ev-blended-oil-plastic-bottle/p/itmfbtxjb2xvfgph?pid=EDOF7TMYJNAZGMJZ&lid=LSTEDOF7TMYJNAZGMJZVW0WSP&marketplace=FLIPKART&srno=b_21_830&otracker=browse&fm=organic&iid=en_pKX0Om6z%2FvCGLjv0QNZOJn9MDht%2FSaoDnFxvTYN51kDVp75m1F2%2BK%2FhCIB20nA2pnAxwA8DrSPvhRt%2BDJhFA6Q%3D%3D&ssid=bm45gnb7f40000001591295285269
831,E Food Factory Baking Soda Baking Soda Solid,E,Rs.199,33%,Rs.299,4.7,3,https://www.flipkart.com/e-food-factory-baking-soda-solid/p/itm6d216aafb5bda?pid=BKIFP777B4GFCSZM&lid=LSTBKIFP777B4GFCSZMG4FOGH&marketplace=FLIPKART&srno=b_21_831&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.BKIFP777B4GFCSZM.SEARCH&ssid=bm45gnb7f40000001591295285269
832,Muscletech Performance Series Nitrotech Whey Protein,Muscletech,"Rs.2,165",39%,"Rs.3,600",4.1,918,https://www.flipkart.com/muscletech-performance-series-nitrotech-whey-protein/p/itmeyrq7z9dp7c6z?pid=PSLEYRQ7TJ4G3VTW&lid=LSTPSLEYRQ7TJ4G3VTW3UK4OA&marketplace=FLIPKART&srno=b_21_832&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.PSLEYRQ7TJ4G3VTW.SEARCH&ssid=bm45gnb7f40000001591295285269
833,Optimum Nutrition Amino Energy BCAA,Optimum,"Rs.1,822",24%,"Rs.2,429",4.3,"3,044",https://www.flipkart.com/optimum-nutrition-amino-energy-bcaa/p/itmeavtnff4a33n8?pid=PSLEAVTNSSTBVWMH&lid=LSTPSLEAVTNSSTBVWMHR8DMWU&marketplace=FLIPKART&srno=b_21_833&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.PSLEAVTNSSTBVWMH.SEARCH&ssid=bm45gnb7f40000001591295285269
834,Saffola Aura Extra Virgin Olive and Flaxseed Blended Oi...,Saffola,Rs.150,54%,Rs.330,4.3,40,https://www.flipkart.com/saffola-aura-extra-virgin-olive-flaxseed-blended-oil-plastic-bottle/p/itmezwfwdharczxx?pid=EDOEZWFWDTPEBFG2&lid=LSTEDOEZWFWDTPEBFG2UTHNWQ&marketplace=FLIPKART&srno=b_21_834&otracker=browse&fm=organic&iid=en_pKX0Om6z%2FvCGLjv0QNZOJn9MDht%2FSaoDnFxvTYN51kAhIHt4vwWOdBxsxZjlBiNvlh3w9zHin4j9x57h5D2NgA%3D%3D&ssid=bm45gnb7f40000001591295285269
835,Muscletech Performance Series Nitrotech 100% Whey Gold ...,Muscletech,"Rs.6,314",42%,"Rs.10,900",4.3,867,https://www.flipkart.com/muscletech-performance-series-nitrotech-100-whey-gold-protein/p/itmf3kctahzf9j2g?pid=PSLEZ9ZAFCJWGDGH&lid=LSTPSLEZ9ZAFCJWGDGH1VDHCF&marketplace=FLIPKART&srno=b_21_835&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.PSLEZ9ZAFCJWGDGH.SEARCH&ssid=bm45gnb7f40000001591295285269
836,"Salz & Aroma Red Chilly Flakes Sprinkler, 55 Grams",Salz,Rs.200,25%,Rs.267,4.4,5,https://www.flipkart.com/salz-aroma-red-chilly-flakes-sprinkler-55-grams/p/itmbe3d4ef1654c2?pid=HASFGAB22ET6EZFA&lid=LSTHASFGAB22ET6EZFA0DR6GK&marketplace=FLIPKART&srno=b_21_836&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.HASFGAB22ET6EZFA.SEARCH&ssid=bm45gnb7f40000001591295285269
837,Soft Art 100% Natural Premium Nuts and Dry Fruit Munakk...,Soft,Rs.487,61%,"Rs.1,278",NA,NA,https://www.flipkart.com/soft-art-100-natural-premium-nuts-dry-fruit-munakka-750-grams-raisins/p/itmfd2tcqxfrgfjh?pid=NDFFDF5US2MWP828&lid=LSTNDFFDF5US2MWP828HRJPSJ&marketplace=FLIPKART&srno=b_21_837&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.NDFFDF5US2MWP828.SEARCH&ssid=bm45gnb7f40000001591295285269
838,BSN Syntha - 6 Protein Blends,BSN,"Rs.4,574",25%,"Rs.6,099",4.2,418,https://www.flipkart.com/bsn-syntha-6-protein-blends/p/itmehjrsm7cemnrn?pid=PSLEHJRSGAMZHVAU&lid=LSTPSLEHJRSGAMZHVAUIUUGHR&marketplace=FLIPKART&srno=b_21_838&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.PSLEHJRSGAMZHVAU.SEARCH&ssid=bm45gnb7f40000001591295285269
839,TrueBasics Advanced Calcium,TrueBasics Advanced,Rs.309,31%,Rs.449,4.4,182,https://www.flipkart.com/truebasics-advanced-calcium/p/itmffucyfufzxbm5?pid=VSLFHNZT8FEZ2TWR&lid=LSTVSLFHNZT8FEZ2TWRM3J35G&marketplace=FLIPKART&srno=b_21_839&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.VSLFHNZT8FEZ2TWR.SEARCH&ssid=bm45gnb7f40000001591295285269
840,Saffola Fittify Gourmet Slim Meal Shake Whey Protein,Saffola,"Rs.1,038",12%,"Rs.1,190",4.3,86,https://www.flipkart.com/saffola-fittify-gourmet-slim-meal-shake-whey-protein/p/itm6575bd00426f8?pid=PSLFNF3ZF2KHSHG8&lid=LSTPSLFNF3ZF2KHSHG8A38DKM&marketplace=FLIPKART&srno=b_21_840&otracker=browse&fm=organic&iid=en_pKX0Om6z%2FvCGLjv0QNZOJn9MDht%2FSaoDnFxvTYN51kBRnd7ZxEq4GDtaIKjdh51LfeuylkGxcrobYuO%2FWvA8KQ%3D%3D&ssid=bm45gnb7f40000001591295285269
841,GNC Herbal Plus Triple Ginseng Root (Vegetarian) Enhanc...,GNC,"Rs.2,099",32%,"Rs.3,099",4.3,50,https://www.flipkart.com/gnc-herbal-plus-triple-ginseng-root-vegetarian-enhances-men-s-vitality/p/itm6513f43a7104b?pid=VSLFEGPHGM4XBKHE&lid=LSTVSLFEGPHGM4XBKHEQ5LWZL&marketplace=FLIPKART&srno=b_22_841&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.VSLFEGPHGM4XBKHE.SEARCH&ssid=4go4pgqx1c0000001591295297629
842,Optimum Nutrition Gold Standard 100% Whey Protein,Optimum,"Rs.11,199",20%,"Rs.13,999",4.2,"52,221",https://www.flipkart.com/optimum-nutrition-gold-standard-100-whey-protein/p/itmehjrpukyzm8v6?pid=PSLEHJRPHY7WG53J&lid=LSTPSLEHJRPHY7WG53JGDEQQB&marketplace=FLIPKART&srno=b_22_842&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.PSLEHJRPHY7WG53J.SEARCH&ssid=4go4pgqx1c0000001591295297629
843,FARMUP Yellow Soya Bean (Whole),FARMUP,Rs.240,4%,Rs.250,4.1,277,https://www.flipkart.com/farmup-yellow-soya-bean-whole/p/itm7c77791457dd6?pid=PLSF6FMZTENNHFTB&lid=LSTPLSF6FMZTENNHFTBCGLS0Z&marketplace=FLIPKART&srno=b_22_843&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.PLSF6FMZTENNHFTB.SEARCH&ssid=4go4pgqx1c0000001591295297629
844,Cadbury Bournvita Inner Strength Nutrition Drink,Cadbury,Rs.640,9%,Rs.710,4.5,"8,939",https://www.flipkart.com/cadbury-bournvita-inner-strength-nutrition-drink/p/itmfgnmmbuc7kgyg?pid=ESRFD4GZAFCP9YMK&lid=LSTESRFD4GZAFCP9YMKHNECUK&marketplace=FLIPKART&srno=b_22_844&otracker=browse&fm=organic&iid=en_4%2Fa8lTrbM%2F05n383hLAmO8aY%2FUIV%2BXxh%2FPa6X0YuE4TJeiy%2BF0gxlYqyEt5mMs%2Fszf1jmtr%2BEZ%2Bate%2BxMQ6ZKg%3D%3D&ssid=4go4pgqx1c0000001591295297629
845,Yogabar Breakfast Protein Blueberry Bars -6 x 50 g,Yogabar,Rs.261,10%,Rs.290,4.4,123,https://www.flipkart.com/yogabar-breakfast-protein-blueberry-bars-6-x-50-g/p/itmfcmh5dbznywv2?pid=CAFFCHVGH9EZRXY6&lid=LSTCAFFCHVGH9EZRXY6H4KUAM&marketplace=FLIPKART&srno=b_22_845&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.CAFFCHVGH9EZRXY6.SEARCH&ssid=4go4pgqx1c0000001591295297629
846,Herbalife Cell-U-Loss Health Supplment - 90 Tablets,Herbalife,Rs.990,28%,"Rs.1,394",4.4,99,https://www.flipkart.com/herbalife-cell-u-loss-health-supplment-90-tablets/p/itmf9mfmwdctpyah?pid=VSLF9HRGCZKEFU8W&lid=LSTVSLF9HRGCZKEFU8WSDQV2Q&marketplace=FLIPKART&srno=b_22_846&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.VSLF9HRGCZKEFU8W.SEARCH&ssid=4go4pgqx1c0000001591295297629
847,"Nutracology Multivitamin for women with Vitamin, minera...",Nutracology,Rs.499,28%,Rs.699,4.6,26,https://www.flipkart.com/nutracology-multivitamin-women-vitamin-minerals-antioxidants-60-tablets/p/itmde3fb068abafa?pid=VSLFZ56AJ37KCE3F&lid=LSTVSLFZ56AJ37KCE3FBOS6QD&marketplace=FLIPKART&srno=b_22_847&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.VSLFZ56AJ37KCE3F.SEARCH&ssid=4go4pgqx1c0000001591295297629
848,Maxirich Multivitamins and Minerals Softgel capsules,Maxirich,Rs.175,73%,Rs.660,4.3,704,https://www.flipkart.com/maxirich-multivitamins-minerals-softgel-capsules/p/itmf8gp54g9rzfcf?pid=VSLF8GQBGAPZNZZM&lid=LSTVSLF8GQBGAPZNZZMMUWICR&marketplace=FLIPKART&srno=b_22_848&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.VSLF8GQBGAPZNZZM.SEARCH&ssid=4go4pgqx1c0000001591295297629
849,Midiron Mix Colourful Sugar Coated SAUNF| Colourful Fen...,Midiron,Rs.179,40%,Rs.299,4.4,11,https://www.flipkart.com/midiron-mix-colourful-sugar-coated-saunf-fennel-seeds-150-gm-mouth-freshener/p/itmbe9fa966d83a7?pid=CMFFN6ZAFQHC5FUH&lid=LSTCMFFN6ZAFQHC5FUHHTMON4&marketplace=FLIPKART&srno=b_22_849&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.CMFFN6ZAFQHC5FUH.SEARCH&ssid=4go4pgqx1c0000001591295297629
850,Cadbury Bournvita Health Drink Nutrition Drink,Cadbury,Rs.286,1%,Rs.290,4.5,"11,923",https://www.flipkart.com/cadbury-bournvita-health-drink-nutrition/p/itmfhf8pfdw8gxb5?pid=ESRFCZVQZRUREGEX&lid=LSTESRFCZVQZRUREGEXSBX0LQ&marketplace=FLIPKART&srno=b_22_850&otracker=browse&fm=organic&iid=en_4%2Fa8lTrbM%2F05n383hLAmO8aY%2FUIV%2BXxh%2FPa6X0YuE4TKfxXge33%2FOWLN0UMEfbBs8TCj29BtLUyQ%2BVBw19HcDw%3D%3D&ssid=4go4pgqx1c0000001591295297629
851,TANG Kraft Heinz Orange Pineapple Flavour Drink Mix USA...,TANG,Rs.849,15%,Rs.999,NA,NA,https://www.flipkart.com/tang-kraft-heinz-orange-pineapple-flavour-drink-mix-usa-566-g-energy/p/itmfd4bd98f7413e?pid=ESRFNY47ZDGKFSMT&lid=LSTESRFNY47ZDGKFSMTXJSVPY&marketplace=FLIPKART&srno=b_22_851&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.ESRFNY47ZDGKFSMT.SEARCH&ssid=4go4pgqx1c0000001591295297629
852,Vestige Calcium 100 Tablets,Vestige,Rs.187,35%,Rs.290,4.3,"1,686",https://www.flipkart.com/vestige-calcium-100-tablets/p/itmff74qvyuvvzfy?pid=VSLFEBF5QWKN7NGC&lid=LSTVSLFEBF5QWKN7NGCUYO3RR&marketplace=FLIPKART&srno=b_22_852&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.VSLFEBF5QWKN7NGC.SEARCH&ssid=4go4pgqx1c0000001591295297629
853,Alvizia Triple Ginseng energy supplements - 100 Tablets,Alvizia,Rs.799,68%,"Rs.2,500",5,1,https://www.flipkart.com/alvizia-triple-ginseng-energy-supplements-100-tablets/p/itm36a7f0e51ab41?pid=VSLFZHYEZQAHCMNF&lid=LSTVSLFZHYEZQAHCMNFUTVHHE&marketplace=FLIPKART&srno=b_22_853&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.VSLFZHYEZQAHCMNF.SEARCH&ssid=4go4pgqx1c0000001591295297629
854,Betty Crocker Triple Choco Brownie Mix 425 g,Betty,Rs.322,2%,Rs.330,4.4,294,https://www.flipkart.com/betty-crocker-triple-choco-brownie-mix-425-g/p/itmet9fwknytydxj?pid=RYMET9FWZSB3AZZH&lid=LSTRYMET9FWZSB3AZZHIERCDH&marketplace=FLIPKART&srno=b_22_854&otracker=browse&fm=organic&iid=en_4%2Fa8lTrbM%2F05n383hLAmO8aY%2FUIV%2BXxh%2FPa6X0YuE4SQId%2B1ME4i0FvqohNw1SY6QXeK%2FOWxigzT1ZW%2B1fZmPg%3D%3D&ssid=4go4pgqx1c0000001591295297629
855,Udyan Tea Slimming Tea - Natural & Pure Wellness Whole ...,Udyan,Rs.399,0%,Rs.399,4.6,31,https://www.flipkart.com/udyan-tea-slimming-natural-pure-wellness-whole-leaf-assorted-herbal-tin/p/itmfdznqsb3buh4z?pid=TEAFDNMGJJJJHAAH&lid=LSTTEAFDNMGJJJJHAAHU0XVRG&marketplace=FLIPKART&srno=b_22_855&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.TEAFDNMGJJJJHAAH.SEARCH&ssid=4go4pgqx1c0000001591295297629
856,"axium axs192 Orange Candy, Black Candy, Anardana Goli C...",axium,Rs.419,29%,Rs.597,4.3,72,https://www.flipkart.com/axium-axs192-orange-candy-black-anardana-goli-candy/p/itmfcg9fcns3dhq7?pid=CMFFCCW8CBPTZCYE&lid=LSTCMFFCCW8CBPTZCYEHMBTRM&marketplace=FLIPKART&srno=b_22_856&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.CMFFCCW8CBPTZCYE.SEARCH&ssid=4go4pgqx1c0000001591295297629
857,Pillsbury Choco Trio Cookie Cake,Pillsbury,Rs.229,4%,Rs.240,4.4,101,https://www.flipkart.com/pillsbury-choco-trio-cookie-cake/p/itm8fbfd0ebfcdaf?pid=CKBFZ8FCG5YTMNVE&lid=LSTCKBFZ8FCG5YTMNVEF2ZDKZ&marketplace=FLIPKART&srno=b_22_857&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.CKBFZ8FCG5YTMNVE.SEARCH&ssid=4go4pgqx1c0000001591295297629
858,Nutty Gritties Jumbo Cashew Nuts - Pack of 2(200 GMS ea...,Nutty,Rs.629,20%,Rs.790,4.2,112,https://www.flipkart.com/nutty-gritties-jumbo-cashew-nuts-pack-2-200-gms-each-cashews/p/itmfbmmfzjxngjcy?pid=NDFFBM9FH7PGTA6U&lid=LSTNDFFBM9FH7PGTA6U81VORW&marketplace=FLIPKART&srno=b_22_858&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.NDFFBM9FH7PGTA6U.SEARCH&ssid=4go4pgqx1c0000001591295297629
859,Rage Premium 100% Ethiopian Arabica Coffee Crystals Inf...,Rage,Rs.499,16%,Rs.599,4.7,142,https://www.flipkart.com/rage-premium-100-ethiopian-arabica-coffee-crystals-infused-natural-vitamins-instant/p/itmfep9v323rx6bs?pid=CFEFEZ64GGGRWQWG&lid=LSTCFEFEZ64GGGRWQWGCHAQ6K&marketplace=FLIPKART&srno=b_22_859&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.CFEFEZ64GGGRWQWG.SEARCH&ssid=4go4pgqx1c0000001591295297629
860,Tang Orange Instant Drink Mix,Tang,Rs.182,13%,Rs.210,4.4,"8,852",https://www.flipkart.com/tang-orange-instant-drink-mix/p/itmexzyeypfrjuef?pid=CNCETZN8AU9HMQEX&lid=LSTCNCETZN8AU9HMQEXYAWV8K&marketplace=FLIPKART&srno=b_22_860&otracker=browse&fm=organic&iid=en_4%2Fa8lTrbM%2F05n383hLAmO8aY%2FUIV%2BXxh%2FPa6X0YuE4SkNuIFqa3zJJT4Aht9xLLEKnwnDUEkRm0WBI33Uy%2B2Aw%3D%3D&ssid=4go4pgqx1c0000001591295297629
861,Borges Extra Virgin Olive Oil Plastic Bottle,Borges,Rs.729,47%,"Rs.1,400",4.4,493,https://www.flipkart.com/borges-extra-virgin-olive-oil-plastic-bottle/p/itmew92xdhuamnmb?pid=EDOESRDA7YABCREE&lid=LSTEDOESRDA7YABCREE8EZ7LD&marketplace=FLIPKART&srno=b_22_861&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.EDOESRDA7YABCREE.SEARCH&ssid=4go4pgqx1c0000001591295297629
862,Markstor Sukkary Dates - Wet and Fresh with Natural Swe...,Markstor,Rs.575,11%,Rs.650,4.2,47,https://www.flipkart.com/markstor-sukkary-dates-wet-fresh-natural-sweetness/p/itmfgaxcykgkcxzk?pid=NDFFGAACFZ68NXTG&lid=LSTNDFFGAACFZ68NXTGGAO50I&marketplace=FLIPKART&srno=b_22_862&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.NDFFGAACFZ68NXTG.SEARCH&ssid=4go4pgqx1c0000001591295297629
863,VegeBaby 100%Natural Cold Pressed Extra Virgin Sunflowe...,VegeBaby,Rs.699,0%,Rs.699,NA,NA,https://www.flipkart.com/vegebaby-100-natural-cold-pressed-extra-virgin-sunflower-oil-plastic-bottle/p/itma14ddaedcaa0a?pid=EDOFPFZBA4PPM5EX&lid=LSTEDOFPFZBA4PPM5EXAAUZ7J&marketplace=FLIPKART&srno=b_22_863&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.EDOFPFZBA4PPM5EX.SEARCH&ssid=4go4pgqx1c0000001591295297629
864,Tang Mango Instant Drink Mix,Tang,Rs.200,4%,Rs.210,4.4,"5,480",https://www.flipkart.com/tang-mango-instant-drink-mix/p/itm643242cabb2be?pid=CNCFFY9UDZUWZ5SX&lid=LSTCNCFFY9UDZUWZ5SXOCFLLE&marketplace=FLIPKART&srno=b_22_864&otracker=browse&fm=organic&iid=en_4%2Fa8lTrbM%2F05n383hLAmO8aY%2FUIV%2BXxh%2FPa6X0YuE4S2BkaI20KY02DvjhnwkJHIjJsFuyODN8nc0WhALdsByQ%3D%3D&ssid=4go4pgqx1c0000001591295297629
865,Happilo Premium International Exotic Dried Kiwi,Happilo,Rs.176,9%,Rs.195,4,205,https://www.flipkart.com/happilo-premium-international-exotic-dried-kiwi/p/itmfghmxurqwpysv?pid=NDFFGHMXVAZ5FV6B&lid=LSTNDFFGHMXVAZ5FV6BPTPHN0&marketplace=FLIPKART&srno=b_22_865&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.NDFFGHMXVAZ5FV6B.SEARCH&ssid=4go4pgqx1c0000001591295297629
866,Optimum Nutrition Gold Standard 100% Whey Protein,Optimum,"Rs.6,159",20%,"Rs.7,699",4.2,"52,221",https://www.flipkart.com/optimum-nutrition-gold-standard-100-whey-protein/p/itmeavz3rkctfj4f?pid=PSLEAVZ3KZ4NX3DZ&lid=LSTPSLEAVZ3KZ4NX3DZJQCK5G&marketplace=FLIPKART&srno=b_22_866&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.PSLEAVZ3KZ4NX3DZ.SEARCH&ssid=4go4pgqx1c0000001591295297629
867,Balance Natural Stevia Sweet Drops Sweetener,Balance,Rs.298,25%,Rs.400,4.5,8,https://www.flipkart.com/balance-natural-stevia-sweet-drops-sweetener/p/itme41d26409f1dd?pid=ARSFJZWKJGMTUZ6D&lid=LSTARSFJZWKJGMTUZ6DSZPK7S&marketplace=FLIPKART&srno=b_22_867&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.ARSFJZWKJGMTUZ6D.SEARCH&ssid=4go4pgqx1c0000001591295297629
868,"Puvi Cold Pressed Groundnut/Peanut Oil (Virgin, Chekku/...",Puvi,"Rs.1,550",13%,"Rs.1,800",4.4,41,https://www.flipkart.com/puvi-cold-pressed-groundnut-peanut-oil-virgin-chekku-ghani-5-litre-groundnut-plastic-bottle/p/itmfdt5pgpssuxgt?pid=EDOFDS34X6QMMQ3D&lid=LSTEDOFDS34X6QMMQ3D2QFQZE&marketplace=FLIPKART&srno=b_22_868&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.EDOFDS34X6QMMQ3D.SEARCH&ssid=4go4pgqx1c0000001591295297629
869,Tulsi California Roasted Lightly Salted 200gm Pack of 2...,Tulsi,Rs.450,10%,Rs.500,4.4,56,https://www.flipkart.com/tulsi-california-roasted-lightly-salted-200gm-pack-2-almonds/p/itmfauqtns2nqsmb?pid=NDFFAUKUZCFKHEKB&lid=LSTNDFFAUKUZCFKHEKBQRM5ZB&marketplace=FLIPKART&srno=b_22_869&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.NDFFAUKUZCFKHEKB.SEARCH&ssid=4go4pgqx1c0000001591295297629
